_id,url,name,available,price,roaster_id,images,date_updated,date_found,attributes.origin,attributes.altitude,attributes.brew,attributes.varietal,attributes.region,attributes.roast_darkness,attributes.producer,attributes.flavor_notes,attributes.description,attributes.harvest_date,roaster_data._id,roaster_data.name,roaster_data.url,roaster_data.scrape_url,roaster_data.currency,roaster_data.scraped_at,attributes.flavour_notes,bag_size,description,attributes.process,attributes.bag_size,harvest_date,attributes.dimensions,attributes.outside_material,attributes.inside_material,attributes.straps,image,found
652ea9719885684c7b13ab65,https://www.seycoffee.com//products/hacienda-la-esmeralda-natural,Hacienda La Esmeralda - Natural,False,40.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ezzynatural.png?v=1606374721,2023-10-17T17:34:09.202Z,2023-10-17 17:34:09,Panama,"1,674 masl",['filter'],Gesha,Boquete,,Hacienda La Esmeralda,"Notes of strawberry, jasmine, and lychee","We are proud to offer this very special micro lot from the Hacienda La Esmeralda farm Buenos Aires 4N. This natural Gesha selection is intensely fruited with notes of strawberry, jasmine, and lychee.","March 3rd, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea9639885684c7b13ab64,https://www.seycoffee.com//products/hacienda-la-esmeralda-washed,Hacienda La Esmeralda - Washed,False,50.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ezzywashed.png?v=1606374660,2023-10-17T17:33:55.367Z,2023-10-17 17:33:55,Panama,"1,610 masl",['filter'],Gesha,Boquete,,,"intensely aromatic with notes of honeysuckle, jasmine, and orange blossom mixing with flavors of passion fruit and bergamot","We are proud to offer this very special micro lot from the Hacienda La Esmeralda farm Coronado 41. This Gesha selection is a classic Gesha profile in every way: intensely aromatic with notes of honeysuckle, jasmine, and orange blossom mixing with flavors of passion fruit and bergamot.","February 3rd, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea9559885684c7b13ab63,https://www.seycoffee.com//products/rivera,Rivera,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Rivera.png?v=1606351235,2023-10-17T17:33:41.558Z,2023-10-17 17:33:41,Colombia,"2,000 masl",['filter'],Typica,"Nátaga, Huila",,Laura Rivera,"excellent sweetness, stone fruit, and bright tropicals","This is a new producer for us and a very cool coffee. Although not certified as such, this 100% Typica micro lot is 100% organic and grown at very high altitudes in a region we haven't explored much. In the cup we find excellent sweetness, stone fruit, and bright tropicals.","July - August, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea9489885684c7b13ab62,https://www.seycoffee.com//products/buena-vista,Buena Vista,False,22.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Bolanos.png?v=1606351877,2023-10-17T17:33:27.823Z,2023-10-17 17:33:28,Colombia,"1,843 masl",['filter'],"Caturra, V. Colombia","La Muralla, San Agustín, Huila",,Damian Bolaños,intense tropical sweetness balanced by subtle watermelon and citrus,San Agustín has been of deep interest to us for a long time and we're very excited to start exploring this very special region more in depth. In this particular selection we find intense tropical sweetness balanced by subtle watermelon and citrus.,"July - August, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea93a9885684c7b13ab61,https://www.seycoffee.com//products/liquidamber,Liquidamber,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Liquidamber.png?v=1606544514,2023-10-17T17:33:13.810Z,2023-10-17 17:33:14,Honduras,"1,800 masl",['filter'],Pacas,Santa Bárbara,,Dolmin Moreno,"baked apple, raspberry, and caramel","While we have worked with Dolmin Moreno in the past, this is our first year selecting a micro lot from this particular farm. In this cup, we find baked apple, raspberry, and caramel.","June, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea92d9885684c7b13ab5f,https://www.seycoffee.com//products/el-baisero,El Baisero,False,22.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Baisero.png?v=1607612844,2023-10-17T17:33:01.114Z,2023-10-17 17:33:01,Colombia,"2,114 masl",['filter'],"Caturra, Colombia, Typica","Berlin, Planadas, Tolima",,Marleny Olaya,"ripe cherry, stone fruit, and panela","This fully organic Field Blend comes from Marleny's farm extremely high in the mountains of Berlin, Planadas. In the cup we find ripe cherry, stone fruit, and panela.","August, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea9209885684c7b13ab5e,https://www.seycoffee.com//products/el-campo,El Campo,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ElCampo.png?v=1608777393,2023-10-17T17:32:47.897Z,2023-10-17 17:32:48,Honduras,"1,600 masl",['filter'],Pacas,Santa Bárbara,,DANIEL MORENO,"ripe blueberry, lemon candy, and molasses","This is a very special tiny lot from the Moreno family. The late Daniel Moreno was arguably one of the most important figures in specialty coffee in Santa Bárbara. As his sons carry on his legacy, they continue to produce this particular lot under his name. In the cup we find ripe blueberry, lemon candy, and molasses.","June, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea9109885684c7b13ab5d,https://www.seycoffee.com//products/jacob-regelado,Jacob Regelado,False,22.25,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/jacob.png?v=1608778210,2023-10-17T17:32:32.533Z,2023-10-17 17:32:32,Peru,"2,300 masl",['filter'],Typica,"Querocoto, Chota, Cajamarca",,,"star fruit, lychee, and mandarin","This is a farm that coffee buyers dream of but rarely, if ever, find: 100% Typica organically grown at a staggering 2,300 masl. Peru is a newer region for us, and we couldn't be more excited to share this selection with you. In the cup we find star fruit, lychee, and mandarin.","September - October, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea9019885684c7b13ab5b,https://www.seycoffee.com//products/la-fila,La Fila,False,22.25,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/lafila.png?v=1610037860,2023-10-17T17:32:16.767Z,2023-10-17 17:32:17,Peru,"1,800 masl",['filter'],Yellow Caturra,"La Lima, Chirinos, Cajamarca",,Gloria Araceli,"Notes of cane sugar, pineapple, and lilac","This is our first time releasing a coffee from this part of Peru. This stunning micro lot is organically grown 100% Yellow Caturra, with notes of cane sugar, pineapple, and lilac.","September - October, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8f49885684c7b13ab5a,https://www.seycoffee.com//products/francisco-vintimilla,Francisco Vintimilla,False,23.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/Putuchio.png?v=1611241508,2023-10-17T17:32:04.174Z,2023-10-17 17:32:04,Ecuador,"2,100 masl",['filter'],Mejorado,"Saraguro, Loja",,Francisco Vintimilla,"bright citrus, delicate lilac, ripe strawberry","We have been tasting coffee from Finca Putuchio for several years, but this is the first time we have felt compelled to purchase it. We believe the potential of this farm to be staggering. In the cup we find bright citrus, delicate lilac, and ripe strawberry.","July - August, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8e69885684c7b13ab59,https://www.seycoffee.com//products/finca-danny-mitaca-2021,Finca Danny Mitaca 2021,False,22.75,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/JWPMitaca2020.png?v=1611242480,2023-10-17T17:31:50.160Z,2023-10-17 17:31:50,Colombia,"1,700 masl",['filter'],"Caturra, Colombia, Castillo","Acevedo, Huila",,Jhon Wilson Poveda,"Lemon candy acidity, pastry-like sweetness, deep berry complexity","It is with open arms that we welcome back this Mitaca lot from one of our main producing partners, and a happy return to one of our favorite regions of Colombia: Acevedo. In the cup we find a lemon candy acidity, a pastry-like sweetness with a deep berry complexity.","Mitaca; September - October, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8d79885684c7b13ab58,https://www.seycoffee.com//products/reina-de-saba-mitaca-2021,Reina De Saba Mitaca 2021,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ReinadeSaba.png?v=1611242887,2023-10-17T17:31:35.188Z,2023-10-17 17:31:35,Colombia,"1,800 masl",['filter'],"45% Caturra, 45% Colombia, 10% Gesha","Santa Monica, San Agustín",,Alejandro Renjifo,"fresh, almost spring-like acidity, ripe cherry, delicate floral apricot","This is a very cool blend from the Mitaca harvest of coffee legend Alejandro Renjifo’s personal farm: Reina de Saba. It is 45% Caturra, 45% V. Colombia, and 10% Gesha. In the cup we find a fresh, almost spring-like acidity, ripe cherry, and delicate floral apricot.","Mitaca; November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8c79885684c7b13ab57,https://www.seycoffee.com//products/mutana-hill,Mutana Hill,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/MutanaHill.png?v=1611243174,2023-10-17T17:31:18.909Z,2023-10-17 17:31:19,Burundi,"2,100 - 2,200 masl",['filter'],,Kayanza,,,,"Mutana's hills border the Kibira Forest, and are truly breathtaking to behold. This lot is made up of 5 distinct harvest deliveries, referred to as “day lots”. In the cup we find bright citrus, Concord grape and date.","May 16th - 18th, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8b89885684c7b13ab56,https://www.seycoffee.com//products/sandra-jurado,Sandra Jurado,False,22.75,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ElRobleMitaca.png?v=1611806598,2023-10-17T17:31:04.674Z,2023-10-17 17:31:04,Colombia,"1,750 masl",['filter'],"Colombia, Castillo","La Marimba, Acevedo, Huila",,Sandra Jurado,"tropical mango, watermelon, champagne-like finish","This Mitaca selection comes from the 3rd place winner of the 2020 Acevedo Cup: Sandra Jurado. The lot is a stunning example of the profile we know and love from La Marimba. In the cup we find tropical mango, watermelon, with a sparkling, champagne-like finish.","Mitaca; December, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8aa9885684c7b13ab55,https://www.seycoffee.com//products/reina-de-saba-mitaca-gesha-2020,Alejandro Renjifo Gesha,False,27.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/alejandrogesha.png?v=1612457874,2023-10-17T17:30:50.544Z,2023-10-17 17:30:50,Colombia,"1,800 masl",['filter'],Gesha,"Santa Monica, San Agustín",,Alejandro Renjifo,"intoxicating florals of jasmine and honeysuckle, fresh peach, and bergamot citrus oil","It is again an honor to be working with this Gesha lot from our friend and renowned exporter-turned-producer Alejandro Renjifo. This coffee is an affirming reminder of why we love what we do. In the cup we find intoxicating florals of jasmine and honeysuckle, fresh peach, and bergamot citrus oil.","Mitaca; November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8939885684c7b13ab54,https://www.seycoffee.com//products/gaharo-hill,Gaharo Hill,False,22.50,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/bukeye.png?v=1612459228,2023-10-17T17:30:27.092Z,2023-10-17 17:30:27,Burundi,"1,700 - 2,100 masl",['filter'],,Muramvya,,,,"Gaharo Hill and the Bukeye washing station have consistently produced some of our favorite coffees from Burundi. This lot is made from 7 distinct day lots delivered between May 6th and May 25th. In the cup we find plum, tequila sunrise, and honey.","May 6th - 25th, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea86d9885684c7b13ab53,https://www.seycoffee.com//products/jose-osorio,Jose Osorio,False,22.75,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/joseorsorio.png?v=1612459950,2023-10-17T17:29:49.534Z,2023-10-17 17:29:49,Colombia,"1,850 masl",['filter'],Field Blend,"Triunfo, Tarqui, Huila",,Jose Osorio,"Grape, berries, subtle citrus acidity, delicate florality","Tarqui is a newer region of Huila for us to be working in, and we're excited to be sharing our exploration with you. This selection is illustrative of the effects longer fermentation times can have on flavor profile. In the cup we find a very sweet and more fruit forward profile of grape and berries, a subtle citrus acidity, and a delicate florality.

This selection is a lovely example of the compounded effects of slightly longer fermentation times and microclimate temperature variation. We generally separate coffee into two major categories based on processing: washed and natural. Within these two different methodologies, however, there are an incalculable number of variables in play. For example, the specific ecology in and around a specific farm can vary widely, and the ambient temperature at the time of processing directly affects the speed of fermentation. The list of such variables is long, but the important thing to try and understand is how these variables influence final cup profiles. This coffee is an interesting example of bringing out more fruit-forward qualities through slightly longer fermentation, even though this is technically a washed coffee.

This is a field blend of the three most commonly grown varieties in Colombia: Castillo, Variety Colombia, and Caturra. Both Castillo and V. Colombia are Catimor hybrids, which give them high disease resistance. Caturra, on the other hand, is a natural mutation of Bourbon, and is very susceptible to disease.","November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea8549885684c7b13ab51,https://www.seycoffee.com//products/ivan-molano-2021,Ivan Molano 2021,False,22.75,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/pulgas_62f9eab2-1e67-4278-a9c6-587940f19360.png?v=1613598644,2023-10-17T17:29:23.808Z,2023-10-17 17:29:24,Colombia,"2,070 masl",['filter'],,"Planadas, Tolima",,Ivan Molano,,"This lot from Ivan Molano is exemplary of both balance and sweetness, and is remarkably consistent year-to-year. It has a beautiful, soft, chocolate mouthfeel, rounded out with red fruit and a satisfying subtle acidity.","July, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea82a9885684c7b13ab4f,https://www.seycoffee.com//products/el-diviso-gesha,El Diviso Gesha,False,27.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ticunagesha.png?v=1614234428,2023-10-17T17:28:42.240Z,2023-10-17 17:28:42,Colombia,"1,900 - 2,020 masl",['filter'],Gesha,"Las Mercedes, Garzón, Huila",,,"delicate, yellow florality, blueberry pastry sweetness, ripe peach-like complexity","We are humbled to be entrusted to roast the very first exportable harvest of this variety separation from a very exciting project that has been years in the making. In the cup we find a delicate, yellow florality, excellent sweetness of blueberry pastry, and a ripe, peach-like complexity.","October - November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea81b9885684c7b13ab4e,https://www.seycoffee.com//products/el-esquilino-sl28,El Esquilino SL28,False,27.00,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/ticunasl28.png?v=1614234638,2023-10-17T17:28:27.385Z,2023-10-17 17:28:27,Colombia,"1,800 - 1,950 masl",['filter'],,"Las Mercedes, Garzón, Huila",,TICUNA,"effervescent acidity, black currant, tropical star fruit-like complexity","We are humbled to be entrusted to roast the very first exportable harvest of this variety separation from a very exciting project that has been years in the making. In the cup we find an effervescent acidity, the traditional SL28 black currant, and a tropical star fruit-like complexity.","October - November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
652ea80c9885684c7b13ab4d,https://www.seycoffee.com//products/florney-rojas,Florney Rojas,False,22.25,64e5b1002a0096c6f9935338,https://cdn.shopify.com/s/files/1/0002/6352/0281/products/florney.png?v=1614234857,2023-10-17T17:28:12.334Z,2023-10-17 17:28:12,Colombia,"1,500 masl",['filter'],"Castillo, Variety Colombia","San Jose De Llanitos, Acevedo",,Finca El Carmen,"Ripe red strawberries, cherries, fresh sweet bell pepper finish","This selection comes from a producer that is new to our menu, but a region that is near and dear to our hearts: Acevedo, Huila. In the cup we find this terroir’s classic profile of ripe red strawberries and cherries, just enough acidity to give it breath, and a fresh sweet bell pepper finish.","Mitaca; November, 2020",64e5b1002a0096c6f9935338,Sey Coffee,https://www.seycoffee.com/,https://www.seycoffee.com/collections/coffee,USD,2023-10-17T17:34:09.810Z,,,,,,,,,,,,
